comment,id,toxic,severe_toxic,threat,insult,identity_hate,gaslight,manipulation
Its not abuse youre just sensitive,,0,0,0,1,1,1,0
Youre a walking joke,,0,0,0,1,0,0,0
Youre overreacting like always,,0,0,0,0,0,1,0
Youre what happens when failure has a face,,0,0,0,1,0,0,0
Youre the reason we have problems,,0,0,0,0,1,0,0
Youre the definition of pathetic,,1,0,0,1,0,1,0
Its not abuse youre just sensitive,,0,0,0,0,0,1,0
You deserve everything bad coming your way,,0,1,0,0,0,0,0
Ive hurt worse people than you,,0,0,1,0,1,0,0
No one takes you seriously for a reason,,0,0,0,1,0,0,0
Theres no cure for how pathetic you are,,0,1,0,0,0,0,0
Youre dead if I ever see you,,0,0,1,0,0,0,0
Youre a walking joke,,0,0,0,1,0,0,0
One day youll regret crossing me,,0,0,1,0,0,0,0
Youre irrelevant and annoying,,0,0,0,1,0,0,0
They only like you because I told them to,,0,0,0,0,0,0,1
No one wants you around just leave,,1,0,0,0,0,0,0
Everyone thinks youre the problem not me,,0,0,1,0,1,0,1
Youre the definition of pathetic,,1,1,0,0,0,1,0
Keep talking and youll see what happens,,0,0,1,0,0,0,0
Youre irrelevant and annoying,,0,0,0,1,1,0,0
Everyone would be better off without you,,0,1,0,0,0,0,1
If you really loved me youd prove it,,0,0,0,0,0,0,1
You wont survive whats coming next,,0,0,1,0,0,0,0
Youre nothing without my support,,0,0,1,0,0,0,1
Why do you always play the victim blood,,0,0,0,0,0,1,0
People like you dont belong here,,0,0,0,1,1,0,0
You made me act this way,,0,0,0,0,0,0,1
Stop twisting my words,,0,0,0,0,0,1,0
Better sleep with one eye open,,0,0,1,0,0,0,0
Youre dead if I ever see you,,0,0,1,0,0,0,1
We dont need your kind here,,0,0,0,0,1,0,0
Ive hurt worse people than you,,0,0,1,0,0,0,0
People laugh at you not with you,,0,0,0,1,0,1,0
Youre pure trash and should be treated as such,,0,1,0,0,0,0,0
Youre the reason we have problems,,0,0,0,0,1,0,0
Go back to your own kind,,0,0,0,0,1,0,0
You wont survive whats coming next,,0,0,1,0,1,1,0
Youre the reason everyone is miserable,,1,1,0,0,1,0,0
Even trash has more value than you,,0,0,0,1,0,1,0
You shouldve never been born,,0,1,0,0,0,0,1
Youre so fake its embarrassing,,0,0,0,1,0,0,0
Youre being dramatic for no reason,,0,0,0,0,0,1,0
No one wants you around just leave,,1,0,0,0,0,0,0
No one else will ever care about you like I do,,0,1,0,0,0,0,1
I hope you get what you deservepain,,0,1,0,1,0,1,0
Your race is the problem with this country,,0,1,0,0,1,0,0
You wont survive whats coming next,,0,0,1,0,0,0,0
Stop twisting my words,,0,0,0,0,0,1,0
Ill ruin you if you speak again,,0,0,1,0,0,1,0
You all are just criminals in disguise,,0,0,1,0,1,1,0
Youre what happens when failure has a face,,0,0,0,1,0,0,1
You made me act this way,,0,0,0,0,0,1,1
Youre nothing without my support,,0,0,0,0,0,0,1
Youre the definition of pathetic,,1,0,0,0,0,0,0
You wont survive whats coming next,,0,0,1,0,0,0,0
Everyone thinks youre the problem not me,,0,0,0,0,0,0,1
They only like you because I told them to,,0,0,0,0,0,0,1
You all are just criminals in disguise,,1,0,0,0,1,0,1
Ive hurt worse people than you,,0,1,1,0,0,0,0
People like you dont belong here,,0,0,0,0,1,0,0
Youre going to ruin everything if you speak up,,0,0,0,0,0,0,1
People talk behind your back for a reason,,1,0,1,1,0,0,0
Youre what happens when failure has a face,,1,1,0,1,0,0,0
Youre lucky I even talk to you,,0,0,0,0,0,0,1
How do you even live with yourself small,,0,0,0,1,0,0,0
One day youll regret crossing me,,0,0,1,0,0,0,0
Go die in a ditch nobody cares about you,,0,1,0,0,0,1,0
Dont forget I know where you live,,0,0,1,0,1,1,0
Youre not making any sense,,0,0,0,0,0,1,0
Im doing this for your own good,,0,0,0,0,0,0,1
One day youll regret crossing me,,0,0,1,0,0,0,0
Go die in a ditch nobody cares about you,,0,1,1,1,0,0,0
Hope your life stays miserable forever,,0,1,0,0,0,0,0
Youre so fake its embarrassing,,0,0,0,1,0,0,0
Youre irrelevant and annoying,,0,0,0,1,0,1,1
No one else will ever care about you like I do,,1,0,0,0,0,0,1
Im doing this for your own good,,0,0,0,0,0,0,1
Youre too dumb to realize how dumb you are,,0,0,0,1,1,1,0
Youre being dramatic for no reason,,0,0,0,0,0,1,0
Youre disgusting inside and out,,1,0,0,0,0,0,0
Youre dead if I ever see you,,0,0,1,0,0,0,0
Youre overreacting like always,,0,0,0,0,0,1,0
Youre what happens when failure has a face,,0,0,0,1,0,0,0
I never said thatyoure confused again,,0,0,0,0,0,0,1
Go back to your own kind,,0,0,0,0,1,0,0
One day youll regret crossing me,,0,0,1,0,1,0,1
People like you dont belong here,,0,0,0,0,1,0,0
People like you dont belong here,,0,0,0,0,1,0,0
Youre pure trash and should be treated as such,,0,1,0,0,0,0,0
Youre so dumb its painful to watch,,1,1,0,0,0,1,0
Youre nothing without my support,,0,0,0,1,1,0,1
You wont survive whats coming next,,0,0,1,0,0,0,0
You look like a mistake,,0,0,0,1,0,0,0
I hope you get what you deservepain,,0,1,0,0,1,1,0
Youre just being paranoid again,,0,1,0,0,0,1,0
You made me act this way,,0,0,0,0,0,0,1
Youre being dramatic for no reason,,1,0,0,0,1,1,0
Keep talking and youll see what happens,,1,0,1,0,0,0,0
Its not abuse youre just sensitive,,0,0,0,0,0,1,0
You all are just criminals in disguise,,0,0,0,0,1,0,0
No one else will ever care about you like I do,,0,0,1,0,0,0,1
Go die in a ditch nobody cares about you,,0,1,0,0,0,1,0
You all are just criminals in disguise,,0,0,0,0,1,0,0
Ill ruin you if you speak again,,0,0,1,0,0,0,0
Youre nothing without my support,,0,0,0,0,0,0,1
You look like a mistake,,0,0,0,1,1,0,0
Keep talking and youll see what happens,,1,0,1,0,0,1,0
Your time is running out,,0,1,1,1,0,0,0
I will break everything you love,,0,0,1,0,0,0,0
Dont forget I know where you live,,1,0,1,0,0,0,0
Youre disgusting inside and out,,1,0,0,0,0,0,0
Youre just being paranoid again,,0,0,0,1,0,1,1
Better sleep with one eye open,,0,1,1,0,0,1,0
Stop twisting my words,,0,0,0,0,0,1,0
Youre not making any sense,,0,1,0,0,0,1,0
People laugh at you not with you,,0,0,0,1,0,0,0
Youre being dramatic for no reason,,0,0,0,0,0,1,0
You wont survive whats coming next,,0,0,1,0,0,0,0
You all are just criminals in disguise,,1,1,0,0,1,0,0
Youre the definition of pathetic,,1,0,0,0,0,0,0
Youre too dumb to realize how dumb you are,,0,0,0,1,0,1,0
Even trash has more value than you,,0,0,0,1,0,0,0
Youre the definition of pathetic,,1,0,0,0,0,0,0
One day youll regret crossing me,,0,0,1,1,0,0,0
Everyone thinks youre the problem not me,,0,0,1,0,1,0,1
Youre dead if I ever see you,,0,0,1,0,0,0,0
Ill ruin you if you speak again,,0,0,1,0,0,0,0
Keep talking and youll see what happens,,0,0,1,0,0,0,0
Keep talking and youll see what happens,,1,0,1,0,0,0,0
Stop twisting my words,,1,0,1,0,0,1,0
People like you dont belong here,,1,0,0,1,1,0,0
Youre not making any sense,,0,0,0,0,0,1,0
Everyone thinks youre the problem not me,,0,0,0,0,0,0,1
Youre dead if I ever see you,,0,0,1,0,0,0,0
Your existence is offensive,,0,0,0,0,1,0,0
Why do you always play the victim and,,0,0,0,0,0,1,0
Youre dead if I ever see you,,0,0,1,0,0,0,0
No one wants you around just leave,,1,0,0,0,0,0,0
I hope you get what you deservepain,,0,1,0,0,0,0,0
Every time you speak the room gets dumber,,1,0,0,0,0,0,0
Ive hurt worse people than you,,0,0,1,0,0,0,0
Youre lucky I even talk to you,,0,0,0,1,0,0,1
People like you dont belong here,,0,0,1,0,1,0,0
Youre the reason everyone is miserable,,1,0,0,1,0,0,1
Your time is running out,,0,0,1,0,0,1,0
I hope you get what you deservepain,,0,1,0,0,0,0,0
You shouldve never been born,,0,1,0,0,0,0,0
Youre too dumb to realize how dumb you are,,0,0,0,1,0,1,0
Better sleep with one eye open,,0,0,1,0,0,0,0
Everyone would be better off without you,,0,1,0,0,0,0,0
Youre a waste of oxygen,,0,1,0,0,0,0,0
Youre so fake its embarrassing,,0,1,1,1,0,0,0
Youre so dumb its painful to watch,,1,0,0,0,0,0,0
You deserve everything bad coming your way,,0,1,0,1,0,0,0
Go back to your own kind,,0,0,0,1,1,0,0
I never said thatyoure confused again,,0,0,1,0,0,0,1
Youre just being paranoid again,,0,0,0,0,0,1,0
Why do you always play the victim together,,0,0,1,1,0,1,0
Youre a disgrace to your religion,,0,1,0,0,1,1,0
Youre overreacting like always,,1,0,0,0,0,1,0
Youre the reason everyone is miserable,,1,0,0,1,0,0,0
Your race is the problem with this country,,0,0,0,0,1,0,1
One day youll regret crossing me,,1,0,1,1,0,0,0
Youre dead if I ever see you,,0,0,1,0,1,0,1
How do you even live with yourself well,,0,0,0,1,1,0,0
I will break everything you love,,1,0,1,0,0,0,1
How do you even live with yourself better,,0,0,0,1,0,0,0
People like you dont belong here,,0,0,0,0,1,0,0
We dont need your kind here,,0,0,0,0,1,0,0
No one else will ever care about you like I do,,0,0,0,0,0,1,1
Better sleep with one eye open,,0,0,1,0,0,0,0
Ill ruin you if you speak again,,0,0,1,0,0,0,0
Youre so fake its embarrassing,,0,0,1,1,0,0,0
You wont survive whats coming next,,1,0,1,0,0,1,0
Youre nothing but a failure,,1,1,0,0,0,1,0
People like you dont belong here,,0,0,0,0,1,0,0
I cant believe anyone tolerates you,,1,0,0,0,0,0,0
You wont survive whats coming next,,0,0,1,0,0,0,0
Youre a walking joke,,0,0,0,1,0,0,0
People like you dont belong here,,0,0,0,0,1,0,0
Everyone thinks youre the problem not me,,0,0,0,0,0,0,1
Youre nothing but a failure,,1,0,0,0,1,0,0
Stop twisting my words,,0,1,0,0,0,1,0
Even trash has more value than you,,0,0,0,1,1,0,1
Go die in a ditch nobody cares about you,,0,1,0,0,0,1,0
Go die in a ditch nobody cares about you,,0,1,1,0,0,0,0
Youre too emotional calm down,,0,0,0,0,1,1,1
Youre disgusting inside and out,,1,0,0,0,0,0,0
Im doing this for your own good,,0,0,0,0,0,0,1
Youre so fake its embarrassing,,0,0,0,1,0,0,0
Keep talking and youll see what happens,,0,1,1,0,0,0,0
You shouldve never been born,,0,1,1,0,0,0,1
Go die in a ditch nobody cares about you,,0,1,0,0,0,0,0
You should be deported,,0,0,0,0,1,0,0
Your race is the problem with this country,,0,0,0,0,1,0,0
Hope your life stays miserable forever,,0,1,0,0,0,0,0
Youre lucky I even talk to you,,0,0,0,0,0,0,1
Youre polluting our culture,,0,0,1,0,1,1,0
If you really loved me youd prove it,,0,1,0,0,0,0,1
Youre too dumb to realize how dumb you are,,0,0,0,1,0,1,0
Your race is the problem with this country,,0,0,0,0,1,0,0
You made me act this way,,0,1,1,0,0,0,1
Everyone thinks youre the problem not me,,1,0,0,1,0,0,1
Youre the definition of pathetic,,1,0,0,0,0,0,0
Youre a walking joke,,0,0,0,1,0,0,0
Its not abuse youre just sensitive,,0,0,0,1,0,1,1
People laugh at you not with you,,0,0,0,1,0,0,0
Youre pure trash and should be treated as such,,0,1,0,1,0,0,0
Youre going to ruin everything if you speak up,,0,0,0,0,0,0,1
You should be deported,,0,0,0,0,1,0,0
Youre not making any sense,,0,0,0,0,0,1,0
You look like a mistake,,0,0,0,1,0,0,0
Youre the reason everyone is miserable,,1,0,0,0,0,0,0
Hope your life stays miserable forever,,0,1,0,0,0,0,0
No one wants you around just leave,,1,0,0,0,0,0,0
Youre overreacting like always,,0,0,0,0,1,1,0
Your existence is offensive,,0,0,0,0,1,0,0
Youre what happens when failure has a face,,0,1,0,1,0,0,1
Youre a disgrace to your religion,,0,0,0,0,1,0,0
You all are just criminals in disguise,,0,0,0,0,1,0,0
Youre nothing without my support,,0,0,0,0,0,0,1
Theres no cure for how pathetic you are,,0,1,0,0,0,0,0
We dont need your kind here,,0,0,0,0,1,0,0
Your time is running out,,0,0,1,0,0,0,0
Go back to your own kind,,0,0,0,0,1,0,0
You should be deported,,0,0,0,0,1,0,0
One day youll regret crossing me,,0,1,1,0,0,0,0
Youre irrelevant and annoying,,0,0,0,1,1,0,0
Everyone would be better off without you,,0,1,0,0,0,0,0
You look like a mistake,,0,0,0,1,0,1,1
Youre nothing but a failure,,1,0,1,0,0,0,1
Hope your life stays miserable forever,,0,1,0,0,0,0,0
Youre polluting our culture,,0,0,0,0,1,1,1
Youre dead if I ever see you,,0,0,1,0,0,0,0
I cant believe anyone tolerates you,,1,0,0,0,0,0,0
Youre so dumb its painful to watch,,1,0,0,0,0,0,0
Your existence is a burden to others,,1,0,0,1,0,0,1
Youre overreacting like always,,0,0,0,0,0,1,0
Youre too emotional calm down,,0,1,0,0,0,1,0
Better sleep with one eye open,,1,0,1,0,0,0,0
You deserve everything bad coming your way,,0,1,0,0,0,1,0
You shouldve never been born,,0,1,0,0,0,1,0
Go die in a ditch nobody cares about you,,1,1,0,0,0,0,0
Go die in a ditch nobody cares about you,,0,1,0,0,0,0,0
Your time is running out,,0,0,1,0,0,0,0
I never said thatyoure confused again,,0,0,0,0,1,0,1
Youre pure trash and should be treated as such,,0,1,0,1,0,0,0
Im doing this for your own good,,1,0,0,0,0,0,1
Your existence is a burden to others,,1,0,0,0,0,0,0
Hope your life stays miserable forever,,0,1,0,0,0,0,0
Even trash has more value than you,,0,0,0,1,0,0,0
Youre nothing without my support,,0,0,0,0,0,0,1
No one else will ever care about you like I do,,0,1,1,0,0,0,1
I will break everything you love,,0,0,1,0,0,0,0
Youre too dumb to realize how dumb you are,,0,0,0,1,0,0,0
Youre overreacting like always,,1,0,0,0,0,1,1
Youre being dramatic for no reason,,0,0,1,0,0,1,0
Every time you speak the room gets dumber,,1,0,0,0,0,0,0
Youre nothing without my support,,0,0,0,0,0,0,1
Youre a walking joke,,0,0,0,1,0,0,0
Youre being dramatic for no reason,,0,0,0,0,0,1,0
Stop twisting my words,,0,0,0,1,0,1,0
Theres no cure for how pathetic you are,,0,1,1,0,0,0,0
Youre nothing without my support,,0,0,0,0,1,0,1
Youre the definition of pathetic,,1,0,1,0,0,1,0
Youre too dumb to realize how dumb you are,,0,0,0,1,0,0,0
Ill ruin you if you speak again,,0,0,1,0,0,0,0
Every time you speak the room gets dumber,,1,0,0,0,0,0,0
Your existence is a burden to others,,1,0,0,0,0,0,0
Your race is the problem with this country,,0,0,0,0,1,0,0
You make me sick to my stomach,,0,1,1,0,0,0,1
Everyone would be better off without you,,0,1,0,0,0,0,0
Youre disgusting inside and out,,1,0,0,0,0,0,0
Youre a walking joke,,0,0,0,1,0,0,0
You deserve everything bad coming your way,,0,1,0,0,0,1,0
Youre the reason we have problems,,0,0,0,0,1,0,0
Youre overreacting like always,,0,0,0,0,0,1,0
Youre just being paranoid again,,0,0,0,0,0,1,0
They only like you because I told them to,,0,0,0,0,0,0,1
Theres no cure for how pathetic you are,,0,1,0,0,0,0,0
Youre the reason we have problems,,1,0,0,0,1,1,0
Hope your life stays miserable forever,,0,1,0,0,0,0,0
Keep talking and youll see what happens,,0,0,1,0,0,0,0
Its not abuse youre just sensitive,,0,0,0,0,0,1,0
Youre pure trash and should be treated as such,,1,1,0,0,0,1,0
Youre pure trash and should be treated as such,,0,1,0,1,0,1,0
Better sleep with one eye open,,0,0,1,0,0,0,0
Youre lucky I even talk to you,,0,0,0,0,0,0,1
Youre being dramatic for no reason,,0,0,0,1,0,1,0
Its not abuse youre just sensitive,,0,0,0,0,0,1,0
People talk behind your back for a reason,,1,0,0,0,0,0,0
Youre lucky I even talk to you,,0,0,0,0,0,0,1
Youre being dramatic for no reason,,0,1,1,0,0,1,0
Youre overreacting like always,,1,1,0,0,0,1,0
Youre going to ruin everything if you speak up,,0,0,0,0,0,0,1
You all are just criminals in disguise,,1,1,0,0,1,0,0
Even trash has more value than you,,0,0,1,1,0,0,0
Dont forget I know where you live,,0,0,1,0,0,0,0
Youre going to ruin everything if you speak up,,0,0,0,0,0,0,1
Youre what happens when failure has a face,,0,0,0,1,1,0,0
Youre not making any sense,,0,0,0,0,0,1,0
Better sleep with one eye open,,0,0,1,0,0,0,0
Youre being dramatic for no reason,,1,0,0,1,0,1,0
Youre remembering it wrong I was right,,0,0,0,0,0,1,0
Better sleep with one eye open,,0,1,1,0,1,0,0
One day youll regret crossing me,,1,1,1,0,0,0,0
We dont need your kind here,,0,0,0,1,1,0,0
I hope you get what you deservepain,,0,1,0,0,0,0,0
People like you dont belong here,,0,0,0,0,1,0,0
Your existence is a burden to others,,1,0,0,0,0,0,0
Youre being dramatic for no reason,,0,0,0,0,0,1,0
Youre too emotional calm down,,0,0,0,0,0,1,0
Youre the definition of pathetic,,1,0,0,0,0,1,0
Youre nothing without my support,,0,0,0,0,0,1,1
Youre overreacting like always,,0,0,0,0,0,1,1
People talk behind your back for a reason,,1,0,0,0,0,0,0
Stop twisting my words,,0,0,0,0,0,1,0
I will break everything you love,,0,0,1,0,0,0,0
Youre overreacting like always,,1,0,0,1,0,1,0
Even trash has more value than you,,0,0,0,1,0,0,0
Your time is running out,,0,0,1,0,0,0,0
Your existence is offensive,,1,0,0,0,1,0,0
People like you dont belong here,,0,0,0,0,1,0,0
Youre polluting our culture,,0,0,0,0,1,1,0
Hope your life stays miserable forever,,0,1,0,0,0,0,0
You deserve everything bad coming your way,,0,1,0,0,0,1,0
Your existence is a burden to others,,1,0,0,0,0,0,0
Youre what happens when failure has a face,,1,1,0,1,0,0,0
Even trash has more value than you,,0,0,1,1,0,0,0
Its not abuse youre just sensitive,,0,1,0,0,0,1,0
Every time you speak the room gets dumber,,1,0,0,0,0,0,0
You make me sick to my stomach,,0,1,0,0,0,1,0
Your time is running out,,0,0,1,0,0,0,0
I never said thatyoure confused again,,0,0,0,0,0,0,1
You shouldve never been born,,0,1,0,0,0,0,0
You look like a mistake,,0,0,0,1,0,0,0
Stop twisting my words,,0,0,0,0,0,1,0
You deserve everything bad coming your way,,0,1,0,0,0,0,0
Even trash has more value than you,,0,0,1,1,0,0,0
Youre the definition of pathetic,,1,0,1,0,0,0,0
Youre nothing but a failure,,1,0,1,0,0,0,0
Youre too dumb to realize how dumb you are,,0,0,0,1,1,0,0
We dont need your kind here,,0,0,1,0,1,0,1
I hope you get what you deservepain,,0,1,1,1,0,0,0
Dont forget I know where you live,,1,0,1,0,1,0,0
Youre polluting our culture,,0,0,0,0,1,0,0
Youre overreacting like always,,0,0,0,0,0,1,0
People laugh at you not with you,,0,0,0,1,0,0,0
People talk behind your back for a reason,,1,0,0,0,0,0,1
Youre lucky I even talk to you,,0,0,0,0,0,1,1
I hope you get what you deservepain,,0,1,0,0,0,1,0
I hope you get what you deservepain,,0,1,0,0,0,0,0
Youre just being paranoid again,,0,0,0,0,0,1,0
They only like you because I told them to,,0,0,0,0,0,1,1
Its not abuse youre just sensitive,,0,0,0,0,0,1,0
Your race is the problem with this country,,0,0,0,0,1,0,0
Youre too dumb to realize how dumb you are,,0,0,0,1,0,1,0
Hope your life stays miserable forever,,0,1,0,0,0,0,0
Your time is running out,,0,0,1,0,0,0,0
Youre too dumb to realize how dumb you are,,1,1,0,1,0,0,0
Youre not making any sense,,0,0,0,0,0,1,0
Youre so dumb its painful to watch,,1,0,1,0,0,1,0
Everyone thinks youre the problem not me,,0,0,0,0,0,0,1
How do you even live with yourself night,,0,0,0,1,0,0,0
I never said thatyoure confused again,,0,0,0,0,0,0,1
Every time you speak the room gets dumber,,1,0,0,0,0,0,0
Youre nothing but a failure,,1,0,0,0,1,0,0
You look like a mistake,,0,0,0,1,0,0,0
Youre what happens when failure has a face,,0,0,0,1,0,0,0
I never said thatyou must be imagining things,,0,0,0,0,0,1,0
Your existence is a burden to others,,1,0,0,0,0,0,0
Go back to your own kind,,1,0,0,0,1,0,0
Why do you always play the victim various,,0,1,0,0,0,1,0
You shouldve never been born,,0,1,0,0,0,0,0
No one takes you seriously for a reason,,0,0,0,1,0,0,0
Everyone thinks youre the problem not me,,0,0,0,0,0,0,1
Youre disgusting inside and out,,1,0,0,0,0,0,0
Youre so fake its embarrassing,,0,0,0,1,0,0,0
Stop twisting my words,,1,0,0,0,0,1,0
Youre disgusting inside and out,,1,0,0,0,0,0,0
Youre the reason we have problems,,0,0,0,0,1,0,0
Dont forget I know where you live,,0,0,1,0,0,0,0
